segment,cell,copiesX,copiesY
5,51,1,1
6,51,1,1
7,51,1,1
8,51,1,1
9,51,1,1
10,51,1,1
11,51,2,1
12,51,1,1
13,51,3,1
14,51,1,3
0,52,3,2
1,52,2,3
2,52,1,1
3,52,2,3
4,52,1,1
5,52,1,1
6,52,1,1
7,52,1,1
8,52,1,1
9,52,1,1
10,52,1,1
11,52,2,1
12,52,1,1
13,52,3,1
14,52,1,3
0,53,3,2
1,53,2,3
2,53,1,1
3,53,2,3
4,53,1,1
5,53,1,1
6,53,2,3
7,53,3,3
8,53,1,1
9,53,1,1
10,53,1,1
11,53,2,1
12,53,1,1
13,53,3,1
14,53,1,3
0,54,3,2
1,54,2,3
2,54,1,1
3,54,2,3
4,54,1,1
5,54,1,1
6,54,2,3
7,54,3,3
8,54,1,1
9,54,1,1
10,54,1,1
11,54,2,1
12,54,1,1
13,54,3,1
14,54,1,3
0,55,2,0
1,55,3,3
2,55,1,1
3,55,2,1
4,55,1,1
5,55,2,1
6,55,1,1
7,55,1,1
8,55,1,2
9,55,1,1
10,55,1,1
11,55,2,1
12,55,1,1
13,55,3,1
14,55,1,3
0,56,2,0
1,56,3,3
2,56,1,1
3,56,2,1
4,56,1,1
5,56,2,1
6,56,1,1
7,56,1,1
8,56,1,2
9,56,1,1
10,56,1,1
11,56,2,1
12,56,1,1
13,56,3,1
14,56,1,3
0,57,2,0
1,57,3,3
2,57,1,1
3,57,2,1
4,57,1,1
5,57,2,1
6,57,1,1
7,57,1,1
8,57,1,2
9,57,1,1
10,57,1,1
11,57,2,1
12,57,1,1
13,57,3,1
14,57,1,3
0,58,3,2
1,58,2,3
2,58,1,1
3,58,2,3
4,58,3,0
5,58,1,1
6,58,1,3
7,58,3,1
8,58,1,1
9,58,1,1
10,58,3,3
11,58,2,1
12,58,1,1
13,58,3,1
14,58,1,3
0,59,2,0
1,59,3,3
2,59,1,1
3,59,2,1
4,59,1,1
5,59,2,1
6,59,1,1
7,59,1,1
8,59,1,2
9,59,1,1
10,59,1,1
11,59,2,1
12,59,1,1
13,59,3,1
14,59,1,3
0,60,3,2
1,60,2,3
2,60,1,1
3,60,2,3
4,60,1,1
5,60,1,1
6,60,2,3
7,60,3,3
8,60,1,1
9,60,1,1
10,60,1,1
11,60,2,1
12,60,1,1
13,60,3,1
14,60,1,3
0,61,2,0
1,61,3,3
2,61,1,1
3,61,2,1
4,61,1,1
5,61,2,1
6,61,1,1
7,61,1,1
8,61,1,2
9,61,1,1
10,61,1,1
11,61,2,1
12,61,1,1
13,61,3,1
14,61,1,3
0,62,2,0
1,62,3,3
2,62,1,1
3,62,2,1
4,62,1,1
5,62,2,1
6,62,1,1
7,62,1,1
8,62,1,2
9,62,1,1
10,62,1,1
11,62,2,1
12,62,1,1
13,62,3,1
14,62,1,3
0,63,3,2
1,63,2,3
2,63,1,1
3,63,2,3
4,63,1,1
5,63,1,1
6,63,1,1
7,63,1,1
8,63,1,1
9,63,2,1
10,63,1,1
11,63,1,1
12,63,1,1
13,63,3,2
14,63,1,3
0,64,3,2
1,64,2,3
2,64,1,1
3,64,2,3
4,64,1,1
5,64,1,1
6,64,2,3
7,64,3,3
8,64,1,1
9,64,1,1
10,64,1,1
11,64,2,1
12,64,1,1
13,64,3,1
14,64,1,3
0,65,2,0
1,65,3,3
2,65,1,1
3,65,2,1
4,65,1,1
5,65,2,1
6,65,1,1
7,65,1,1
8,65,1,2
9,65,1,1
10,65,1,1
11,65,2,1
12,65,1,1
13,65,3,1
14,65,1,3
0,66,2,0
1,66,2,0
2,66,1,1
3,66,2,1
4,66,1,1
5,66,2,1
6,66,1,1
7,66,1,1
8,66,1,2
9,66,1,1
10,66,1,1
11,66,2,1
12,66,1,1
13,66,3,1
14,66,1,3
0,67,1,1
1,67,1,1
2,67,1,1
3,67,1,1
4,67,1,1
5,67,1,1
6,67,1,1
7,67,1,1
8,67,1,1
9,67,1,1
10,67,1,1
11,67,1,1
12,67,1,1
13,67,1,1
14,67,1,1
0,68,3,2
1,68,2,3
2,68,1,1
3,68,2,3
4,68,1,1
5,68,1,1
6,68,1,1
7,68,1,1
8,68,1,1
9,68,1,1
10,68,1,1
11,68,2,1
12,68,1,1
13,68,3,1
14,68,1,3
0,69,1,0
1,69,2,3
2,69,1,1
3,69,3,1
4,69,1,1
5,69,2,1
6,69,1,1
7,69,1,1
8,69,1,2
9,69,1,1
10,69,1,1
11,69,2,1
12,69,1,1
13,69,3,1
14,69,1,3
0,70,1,0
1,70,2,3
2,70,1,1
3,70,3,1
4,70,1,1
5,70,2,1
6,70,1,1
7,70,1,1
8,70,1,2
9,70,1,1
10,70,1,1
11,70,2,1
12,70,1,1
13,70,3,1
14,70,1,3
0,71,2,0
1,71,3,3
2,71,1,1
3,71,2,1
4,71,1,1
5,71,2,1
6,71,1,1
7,71,1,1
8,71,1,2
9,71,1,1
10,71,1,1
11,71,2,1
12,71,1,1
13,71,3,1
14,71,1,3
0,72,3,2
1,72,2,3
2,72,1,1
3,72,2,3
4,72,1,1
5,72,1,1
6,72,2,3
7,72,3,3
8,72,1,1
9,72,1,1
10,72,1,1
11,72,2,1
12,72,1,1
13,72,3,1
14,72,1,3
0,73,3,2
1,73,2,3
2,73,1,1
3,73,2,3
4,73,1,1
5,73,1,1
6,73,1,1
7,73,1,1
8,73,1,1
9,73,2,1
10,73,1,1
11,73,1,1
12,73,1,1
13,73,3,2
14,73,1,3
0,74,3,2
1,74,2,3
2,74,1,1
3,74,2,3
4,74,3,0
5,74,1,1
6,74,1,3
7,74,3,1
8,74,1,1
9,74,1,1
10,74,3,3
11,74,2,1
12,74,1,1
13,74,3,1
14,74,1,3
0,75,3,2
1,75,2,3
2,75,1,1
3,75,2,3
4,75,1,1
5,75,1,1
6,75,2,3
7,75,3,3
8,75,1,1
9,75,1,1
10,75,1,1
11,75,2,1
12,75,1,1
13,75,3,1
14,75,1,3
0,76,3,2
1,76,2,3
2,76,1,1
3,76,2,3
4,76,1,1
5,76,1,1
6,76,2,3
7,76,3,3
8,76,1,1
9,76,1,1
10,76,1,1
11,76,2,1
12,76,1,1
13,76,3,1
14,76,1,3
0,77,3,2
1,77,2,3
2,77,1,1
3,77,2,3
4,77,1,1
5,77,1,1
6,77,2,3
7,77,3,3
8,77,1,1
9,77,1,1
10,77,1,1
11,77,2,1
12,77,1,1
13,77,3,1
14,77,1,3
0,78,1,0
1,78,2,3
2,78,1,1
3,78,3,1
4,78,1,1
5,78,2,1
6,78,1,1
7,78,1,1
8,78,1,2
9,78,1,1
10,78,1,1
11,78,2,1
12,78,1,1
13,78,3,1
14,78,1,3
0,79,1,0
1,79,2,3
2,79,1,1
3,79,3,1
4,79,1,1
5,79,2,1
6,79,1,1
7,79,1,1
8,79,1,2
9,79,1,1
10,79,1,1
11,79,2,1
12,79,1,1
13,79,3,1
14,79,1,3
0,80,1,0
1,80,2,3
2,80,1,1
3,80,3,1
4,80,1,1
5,80,2,1
6,80,1,1
7,80,1,1
8,80,1,2
9,80,1,1
10,80,1,1
11,80,2,1
12,80,1,1
13,80,3,1
14,80,1,3
0,81,3,2
1,81,2,3
2,81,1,1
3,81,2,3
4,81,1,1
5,81,1,1
6,81,1,1
7,81,1,1
8,81,1,1
9,81,1,1
10,81,1,1
11,81,2,1
12,81,1,1
13,81,3,1
14,81,1,3
0,82,3,2
1,82,2,3
2,82,1,1
3,82,2,3
4,82,1,1
5,82,1,1
6,82,2,3
7,82,3,3
8,82,1,1
9,82,1,1
10,82,1,1
11,82,2,1
12,82,1,1
13,82,3,1
14,82,1,3
0,83,3,2
1,83,2,3
2,83,1,1
3,83,2,3
4,83,1,1
5,83,1,1
6,83,2,3
7,83,3,3
8,83,1,1
9,83,1,1
10,83,1,1
11,83,2,1
12,83,1,1
13,83,3,1
14,83,1,3
0,84,3,2
1,84,2,3
2,84,1,1
3,84,2,3
4,84,1,1
5,84,1,1
6,84,2,3
7,84,3,3
8,84,1,1
9,84,1,1
10,84,1,1
11,84,2,1
12,84,1,1
13,84,3,1
14,84,1,3
0,85,1,1
1,85,1,1
2,85,1,1
3,85,1,1
4,85,1,1
5,85,1,1
6,85,1,1
7,85,1,1
8,85,1,1
9,85,1,1
10,85,1,1
11,85,1,1
12,85,1,1
13,85,1,1
14,85,1,1
0,86,1,0
1,86,2,3
2,86,1,1
3,86,3,1
4,86,1,1
5,86,2,1
6,86,1,1
7,86,1,1
8,86,1,2
9,86,1,1
10,86,1,1
11,86,2,1
12,86,1,1
13,86,3,1
14,86,1,3
0,87,3,2
1,87,2,3
2,87,1,1
3,87,2,3
4,87,3,0
5,87,1,1
6,87,1,3
7,87,3,1
8,87,1,1
9,87,1,1
10,87,3,3
11,87,2,1
12,87,1,1
13,87,3,1
14,87,1,3
0,88,2,0
1,88,3,3
2,88,1,1
3,88,2,1
4,88,1,1
5,88,2,1
6,88,1,1
7,88,1,1
8,88,1,2
9,88,1,1
10,88,1,1
11,88,2,1
12,88,1,1
13,88,3,1
14,88,1,3
0,89,1,1
1,89,1,1
2,89,1,1
3,89,1,1
4,89,1,1
5,89,1,1
6,89,1,1
7,89,1,1
8,89,1,1
9,89,1,1
10,89,1,1
11,89,1,1
12,89,1,1
13,89,1,1
14,89,1,1
0,90,1,1
1,90,1,1
2,90,1,1
3,90,1,1
4,90,1,1
5,90,1,1
6,90,1,1
7,90,1,1
8,90,1,1
9,90,1,1
10,90,1,1
11,90,1,1
12,90,1,1
13,90,1,1
14,90,1,1
0,91,3,2
1,91,2,3
2,91,1,1
3,91,2,3
4,91,1,1
5,91,1,1
6,91,1,1
7,91,1,1
8,91,1,1
9,91,2,1
10,91,1,1
11,91,1,1
12,91,1,1
13,91,3,2
14,91,1,3
0,92,3,2
1,92,2,3
2,92,1,1
3,92,2,3
4,92,3,0
5,92,1,1
6,92,1,3
7,92,3,1
8,92,1,1
9,92,1,1
10,92,3,3
11,92,2,1
12,92,1,1
13,92,3,1
14,92,1,3
0,93,2,0
1,93,2,0
2,93,1,1
3,93,2,1
4,93,1,1
5,93,2,1
6,93,1,1
7,93,1,1
8,93,1,2
9,93,1,1
10,93,1,1
11,93,2,1
12,93,1,1
13,93,3,1
14,93,1,3
0,94,1,0
1,94,2,3
2,94,1,1
3,94,3,1
4,94,1,1
5,94,2,1
6,94,1,1
7,94,1,1
8,94,1,2
9,94,1,1
10,94,1,1
11,94,2,1
12,94,1,1
13,94,3,1
14,94,1,3
0,95,2,0
1,95,3,3
2,95,1,1
3,95,2,1
4,95,1,1
5,95,2,1
6,95,1,1
7,95,1,1
8,95,1,2
9,95,1,1
10,95,1,1
11,95,2,1
12,95,1,1
13,95,3,1
14,95,1,3
0,96,3,2
1,96,2,3
2,96,1,1
3,96,2,3
4,96,3,0
5,96,1,1
6,96,1,3
7,96,3,1
8,96,1,1
9,96,1,1
10,96,3,3
11,96,2,1
12,96,1,1
13,96,3,1
14,96,1,3
0,97,3,2
1,97,2,3
2,97,1,1
3,97,2,3
4,97,1,1
5,97,1,1
6,97,2,3
7,97,3,3
8,97,1,1
9,97,1,1
10,97,1,1
11,97,2,1
12,97,1,1
13,97,3,1
14,97,1,3
0,98,2,0
1,98,3,3
2,98,1,1
3,98,2,1
4,98,1,1
5,98,2,1
6,98,1,1
7,98,1,1
8,98,1,2
9,98,1,1
10,98,1,1
11,98,2,1
12,98,1,1
13,98,3,1
14,98,1,3
0,99,3,2
1,99,2,3
2,99,1,1
3,99,2,3
4,99,3,0
5,99,1,1
6,99,1,3
7,99,3,1
8,99,1,1
9,99,1,1
10,99,3,3
11,99,2,1
12,99,1,1
13,99,3,1
14,99,1,3
0,100,2,0
1,100,3,3
2,100,1,1
3,100,2,1
4,100,1,1
5,100,2,1
6,100,1,1
7,100,1,1
8,100,1,2
9,100,1,1
10,100,1,1
11,100,2,1
12,100,1,1
13,100,3,1
14,100,1,3
0,101,2,0
1,101,3,3
2,101,1,1
3,101,2,1
4,101,1,1
5,101,2,1
6,101,1,1
7,101,1,1
8,101,1,2
9,101,1,1
10,101,1,1
11,101,2,1
12,101,1,1
13,101,3,1
14,101,1,3
0,102,2,0
1,102,2,0
2,102,1,1
3,102,2,1
4,102,1,1
5,102,2,1
6,102,1,1
7,102,1,1
8,102,1,2
9,102,1,1
10,102,1,1
11,102,2,1
12,102,1,1
13,102,3,1
14,102,1,3
0,103,1,0
1,103,2,3
2,103,1,1
3,103,3,1
4,103,1,1
5,103,2,1
6,103,1,1
7,103,1,1
8,103,1,2
9,103,1,1
10,103,1,1
11,103,2,1
12,103,1,1
13,103,3,1
14,103,1,3
0,104,3,2
1,104,2,3
2,104,1,1
3,104,2,3
4,104,3,0
5,104,1,1
6,104,1,3
7,104,3,1
8,104,1,1
9,104,1,1
10,104,3,3
11,104,2,1
12,104,1,1
13,104,3,1
14,104,1,3
0,105,3,2
1,105,2,3
2,105,1,1
3,105,2,3
4,105,1,1
5,105,1,1
6,105,2,3
7,105,3,3
8,105,1,1
9,105,1,1
10,105,1,1
11,105,2,1
12,105,1,1
13,105,3,1
14,105,1,3
0,106,2,0
1,106,2,0
2,106,1,1
3,106,2,1
4,106,1,1
5,106,2,1
6,106,1,1
7,106,1,1
8,106,1,2
9,106,1,1
10,106,1,1
11,106,2,1
12,106,1,1
13,106,3,1
14,106,1,3
0,107,2,0
1,107,3,3
2,107,1,1
3,107,2,1
4,107,1,1
5,107,2,1
6,107,1,1
7,107,1,1
8,107,1,2
9,107,1,1
10,107,1,1
11,107,2,1
12,107,1,1
13,107,3,1
14,107,1,3
0,108,3,2
1,108,2,3
2,108,1,1
3,108,2,3
4,108,1,1
5,108,1,1
6,108,1,1
7,108,1,1
8,108,1,1
9,108,2,1
10,108,1,1
11,108,1,1
12,108,1,1
13,108,3,2
14,108,1,3
0,109,1,1
1,109,1,1
2,109,1,1
3,109,1,1
4,109,1,1
5,109,1,1
6,109,1,1
7,109,1,1
8,109,1,1
9,109,1,1
10,109,1,1
11,109,1,1
12,109,1,1
13,109,1,1
14,109,1,1
0,110,2,0
1,110,3,3
2,110,1,1
3,110,2,1
4,110,1,1
5,110,2,1
6,110,1,1
7,110,1,1
8,110,1,2
9,110,1,1
10,110,1,1
11,110,2,1
12,110,1,1
13,110,3,1
14,110,1,3
0,111,1,1
1,111,1,1
2,111,1,1
3,111,1,1
4,111,1,1
5,111,1,1
6,111,1,1
7,111,1,1
8,111,1,1
9,111,1,1
10,111,1,1
11,111,1,1
12,111,1,1
13,111,1,1
14,111,1,1
0,112,3,2
1,112,2,3
2,112,1,1
3,112,2,3
4,112,1,1
5,112,1,1
6,112,2,3
7,112,3,3
8,112,1,1
9,112,1,1
10,112,1,1
11,112,2,1
12,112,1,1
13,112,3,1
14,112,1,3
0,113,3,2
1,113,2,3
2,113,1,1
3,113,2,3
4,113,1,1
5,113,1,1
6,113,1,1
7,113,1,1
8,113,1,1
9,113,1,1
10,113,1,1
11,113,2,1
12,113,1,1
13,113,3,1
14,113,1,3
0,114,2,0
1,114,3,3
2,114,1,1
3,114,2,1
4,114,1,1
5,114,2,1
6,114,1,1
7,114,1,1
8,114,1,2
9,114,1,1
10,114,1,1
11,114,2,1
12,114,1,1
13,114,3,1
14,114,1,3
0,115,3,2
1,115,2,3
2,115,1,1
3,115,2,3
4,115,1,1
5,115,1,1
6,115,1,1
7,115,1,1
8,115,1,1
9,115,2,1
10,115,1,1
11,115,1,1
12,115,1,1
13,115,3,2
14,115,1,3
0,116,2,0
1,116,2,0
2,116,1,1
3,116,2,1
4,116,1,1
5,116,2,1
