segment,cell,copiesX,copiesY
8,65,1,1
9,65,3,1
10,65,1,3
11,65,1,1
12,65,1,1
13,65,1,1
14,65,2,1
0,66,3,1
1,66,1,1
2,66,0,2
3,66,1,1
4,66,3,2
5,66,3,2
6,66,3,1
7,66,3,1
8,66,1,1
9,66,3,1
10,66,1,3
11,66,1,1
12,66,1,1
13,66,1,1
14,66,2,1
0,67,3,1
1,67,1,1
2,67,0,2
3,67,1,1
4,67,3,2
5,67,3,2
6,67,3,1
7,67,3,1
8,67,1,1
9,67,3,1
10,67,1,3
11,67,1,1
12,67,1,1
13,67,1,1
14,67,2,1
0,68,1,0
1,68,1,1
2,68,1,1
3,68,3,1
4,68,1,1
5,68,3,2
6,68,3,1
7,68,3,1
8,68,1,1
9,68,3,1
10,68,1,3
11,68,1,1
12,68,1,1
13,68,1,1
14,68,2,1
0,69,1,1
1,69,1,1
2,69,1,1
3,69,1,1
4,69,1,1
5,69,1,1
6,69,1,1
7,69,1,1
8,69,1,1
9,69,1,1
10,69,1,1
11,69,1,1
12,69,1,1
13,69,1,1
14,69,1,1
0,70,3,1
1,70,1,1
2,70,0,2
3,70,1,1
4,70,3,2
5,70,3,2
6,70,3,1
7,70,3,1
8,70,1,1
9,70,3,1
10,70,1,3
11,70,1,1
12,70,1,1
13,70,1,1
14,70,2,1
0,71,3,1
1,71,1,1
2,71,1,1
3,71,1,1
4,71,1,1
5,71,1,1
6,71,1,1
7,71,1,1
8,71,1,1
9,71,3,1
10,71,1,1
11,71,1,1
12,71,1,1
13,71,1,1
14,71,2,1
0,72,3,1
1,72,1,1
2,72,0,2
3,72,1,1
4,72,3,2
5,72,3,2
6,72,3,1
7,72,3,1
8,72,1,1
9,72,3,1
10,72,1,3
11,72,1,1
12,72,1,1
13,72,1,1
14,72,2,1
0,73,3,1
1,73,1,1
2,73,0,2
3,73,1,1
4,73,3,2
5,73,3,2
6,73,3,1
7,73,3,1
8,73,1,1
9,73,3,1
10,73,1,3
11,73,1,1
12,73,1,1
13,73,1,1
14,73,2,1
0,74,3,1
1,74,1,1
2,74,1,1
3,74,1,1
4,74,1,1
5,74,1,1
6,74,1,1
7,74,1,1
8,74,1,1
9,74,3,1
10,74,1,1
11,74,1,1
12,74,1,1
13,74,1,1
14,74,2,1
0,75,3,1
1,75,1,1
2,75,1,1
3,75,1,1
4,75,1,1
5,75,1,1
6,75,1,1
7,75,1,1
8,75,1,1
9,75,3,1
10,75,1,1
11,75,1,1
12,75,1,1
13,75,1,1
14,75,2,1
0,76,3,1
1,76,1,1
2,76,1,1
3,76,1,1
4,76,1,1
5,76,1,1
6,76,1,1
7,76,1,1
8,76,1,1
9,76,3,1
10,76,1,1
11,76,1,1
12,76,1,1
13,76,1,1
14,76,2,1
0,77,3,1
1,77,1,1
2,77,0,2
3,77,1,1
4,77,3,2
5,77,3,2
6,77,3,1
7,77,3,1
8,77,1,1
9,77,3,1
10,77,1,3
11,77,1,1
12,77,1,1
13,77,1,1
14,77,2,1
0,78,1,1
1,78,1,1
2,78,1,1
3,78,1,1
4,78,1,1
5,78,1,1
6,78,1,1
7,78,1,1
8,78,1,1
9,78,1,1
10,78,1,1
11,78,1,1
12,78,1,1
13,78,1,1
14,78,1,1
0,79,1,0
1,79,1,1
2,79,1,1
3,79,3,1
4,79,1,1
5,79,3,2
6,79,3,1
7,79,3,1
8,79,1,1
9,79,3,1
10,79,1,3
11,79,1,1
12,79,1,1
13,79,1,1
14,79,2,1
0,80,3,1
1,80,1,1
2,80,0,2
3,80,1,1
4,80,3,2
5,80,3,2
6,80,3,1
7,80,3,1
8,80,1,1
9,80,3,1
10,80,1,3
11,80,1,1
12,80,1,1
13,80,1,1
14,80,2,1
0,81,1,0
1,81,1,1
2,81,1,1
3,81,3,1
4,81,1,1
5,81,3,2
6,81,3,1
7,81,3,1
8,81,1,1
9,81,3,1
10,81,1,3
11,81,1,1
12,81,1,1
13,81,1,1
14,81,2,1
0,82,3,1
1,82,1,1
2,82,1,1
3,82,1,1
4,82,1,1
5,82,1,1
6,82,1,1
7,82,1,1
8,82,1,1
9,82,3,1
10,82,1,1
11,82,1,1
12,82,1,1
13,82,1,1
14,82,2,1
0,83,1,0
1,83,1,1
2,83,1,1
3,83,3,1
4,83,1,1
5,83,3,2
6,83,3,1
7,83,3,1
8,83,1,1
9,83,3,1
10,83,1,3
11,83,1,1
12,83,1,1
13,83,1,1
14,83,2,1
0,84,1,1
1,84,1,1
2,84,1,1
3,84,1,1
4,84,1,1
5,84,1,1
6,84,1,1
7,84,1,1
8,84,1,1
9,84,1,1
10,84,1,1
11,84,1,1
12,84,1,1
13,84,1,1
14,84,1,1
0,85,3,1
1,85,1,1
2,85,0,2
3,85,1,1
4,85,3,2
5,85,3,2
6,85,3,1
7,85,3,1
8,85,1,1
9,85,3,1
10,85,1,3
11,85,1,1
12,85,1,1
13,85,1,1
14,85,2,1
0,86,3,1
1,86,1,1
2,86,1,1
3,86,1,1
4,86,1,1
5,86,1,1
6,86,1,1
7,86,1,1
8,86,1,1
9,86,3,1
10,86,1,1
11,86,1,1
12,86,1,1
13,86,1,1
14,86,2,1
0,87,3,1
1,87,1,1
2,87,1,1
3,87,1,1
4,87,1,1
5,87,1,1
6,87,1,1
7,87,1,1
8,87,1,1
9,87,3,1
10,87,1,1
11,87,1,1
12,87,1,1
13,87,1,1
14,87,2,1
0,88,3,1
1,88,1,1
2,88,1,1
3,88,1,1
4,88,1,1
5,88,1,1
6,88,1,1
7,88,1,1
8,88,1,1
9,88,3,1
10,88,1,1
11,88,1,1
12,88,1,1
13,88,1,1
14,88,2,1
0,89,3,1
1,89,1,1
2,89,1,1
3,89,1,1
4,89,1,1
5,89,0,1
6,89,1,1
7,89,3,1
8,89,1,1
9,89,3,1
10,89,1,1
11,89,1,1
12,89,1,1
13,89,2,2
14,89,2,1
0,90,3,1
1,90,1,1
2,90,1,1
3,90,1,1
4,90,1,1
5,90,1,1
6,90,1,1
7,90,1,1
8,90,1,1
9,90,3,1
10,90,1,1
11,90,1,1
12,90,1,1
13,90,1,1
14,90,2,1
0,91,3,1
1,91,1,1
2,91,1,1
3,91,1,1
4,91,1,1
5,91,1,1
6,91,1,1
7,91,1,1
8,91,1,1
9,91,3,1
10,91,1,1
11,91,1,1
12,91,1,1
13,91,1,1
14,91,2,1
0,92,3,1
1,92,1,1
2,92,1,1
3,92,1,1
4,92,1,1
5,92,1,1
6,92,1,1
7,92,1,1
8,92,1,1
9,92,3,1
10,92,1,1
11,92,1,1
12,92,1,1
13,92,1,1
14,92,2,1
0,93,1,1
1,93,1,1
2,93,1,1
3,93,1,1
4,93,1,1
5,93,1,1
6,93,1,1
7,93,1,1
8,93,1,1
9,93,1,1
10,93,1,1
11,93,1,1
12,93,1,1
13,93,1,1
14,93,1,1
0,94,3,1
1,94,1,1
2,94,1,1
3,94,1,1
4,94,1,1
5,94,1,1
6,94,1,1
7,94,1,1
8,94,1,1
9,94,3,1
10,94,1,1
11,94,1,1
12,94,1,1
13,94,1,1
14,94,2,1
0,95,3,1
1,95,1,1
2,95,1,1
3,95,1,1
4,95,1,1
5,95,0,1
6,95,1,1
7,95,3,1
8,95,1,1
9,95,3,1
10,95,1,1
11,95,1,1
12,95,1,1
13,95,2,2
14,95,2,1
0,96,1,1
1,96,1,1
2,96,1,1
3,96,1,1
4,96,1,1
5,96,1,1
6,96,1,1
7,96,1,1
8,96,1,1
9,96,1,1
10,96,1,1
11,96,1,1
12,96,1,1
13,96,1,1
14,96,1,1
0,97,3,1
1,97,1,1
2,97,0,2
3,97,1,1
4,97,3,2
5,97,3,2
6,97,3,1
7,97,3,1
8,97,1,1
9,97,3,1
10,97,1,3
11,97,1,1
12,97,1,1
13,97,1,1
14,97,2,1
0,98,1,1
1,98,1,1
2,98,1,1
3,98,1,1
4,98,1,1
5,98,1,1
6,98,1,1
7,98,1,1
8,98,1,1
9,98,1,1
10,98,1,1
11,98,1,1
12,98,1,1
13,98,1,1
14,98,1,1
0,99,1,1
1,99,1,1
2,99,1,1
3,99,1,1
4,99,1,1
5,99,1,1
6,99,1,1
7,99,1,1
8,99,1,1
9,99,1,1
10,99,1,1
11,99,1,1
12,99,1,1
13,99,1,1
14,99,1,1
0,100,3,1
1,100,1,1
2,100,1,1
3,100,1,1
4,100,1,1
5,100,1,1
6,100,1,1
7,100,1,1
8,100,1,1
9,100,3,1
10,100,1,1
11,100,1,1
12,100,1,1
13,100,1,1
14,100,2,1
0,101,1,1
1,101,1,1
2,101,1,1
3,101,1,1
4,101,1,1
5,101,1,1
6,101,1,1
7,101,1,1
8,101,1,1
9,101,1,1
10,101,1,1
11,101,1,1
12,101,1,1
13,101,1,1
14,101,1,1
0,102,3,1
1,102,1,1
2,102,1,1
3,102,1,1
4,102,1,1
5,102,1,1
6,102,1,1
7,102,1,1
8,102,1,1
9,102,3,1
10,102,1,1
11,102,1,1
12,102,1,1
13,102,1,1
14,102,2,1
0,103,3,1
1,103,1,1
2,103,1,1
3,103,1,1
4,103,1,1
5,103,1,1
6,103,1,1
7,103,1,1
8,103,1,1
9,103,3,1
10,103,1,1
11,103,1,1
12,103,1,1
13,103,1,1
14,103,2,1
0,104,1,1
1,104,1,1
2,104,1,1
3,104,1,1
4,104,1,1
5,104,1,1
6,104,1,1
7,104,1,1
8,104,1,1
9,104,1,1
10,104,1,1
11,104,1,1
12,104,1,1
13,104,1,1
14,104,1,1
0,105,3,1
1,105,1,1
2,105,0,2
3,105,1,1
4,105,3,2
5,105,3,2
6,105,3,1
7,105,3,1
8,105,1,1
9,105,3,1
10,105,1,3
11,105,1,1
12,105,1,1
13,105,1,1
14,105,2,1
0,106,3,1
1,106,1,1
2,106,0,2
3,106,1,1
4,106,3,2
5,106,3,2
6,106,3,1
7,106,3,1
8,106,1,1
9,106,3,1
10,106,1,3
11,106,1,1
12,106,1,1
13,106,1,1
14,106,2,1
0,107,1,1
1,107,1,1
2,107,1,1
3,107,1,1
4,107,1,1
5,107,1,1
6,107,1,1
7,107,1,1
8,107,1,1
9,107,1,1
10,107,1,1
11,107,1,1
12,107,1,1
13,107,1,1
14,107,1,1
0,108,1,1
1,108,1,1
2,108,1,1
3,108,1,1
4,108,1,1
5,108,1,1
6,108,1,1
7,108,1,1
8,108,1,1
9,108,1,1
10,108,1,1
11,108,1,1
12,108,1,1
13,108,1,1
14,108,1,1
0,109,3,1
1,109,1,1
2,109,1,1
3,109,1,1
4,109,1,1
5,109,1,1
6,109,1,1
7,109,1,1
8,109,1,1
9,109,3,1
10,109,1,1
11,109,1,1
12,109,1,1
13,109,1,1
14,109,2,1
0,110,1,0
1,110,1,1
2,110,1,1
3,110,3,1
4,110,1,1
5,110,3,2
6,110,3,1
7,110,3,1
8,110,1,1
9,110,3,1
10,110,1,3
11,110,1,1
12,110,1,1
13,110,1,1
14,110,2,1
0,111,3,1
1,111,1,1
2,111,0,2
3,111,1,1
4,111,3,2
5,111,3,2
6,111,3,1
7,111,3,1
8,111,1,1
9,111,3,1
10,111,1,3
11,111,1,1
12,111,1,1
13,111,1,1
14,111,2,1
0,112,1,0
1,112,1,1
2,112,1,1
3,112,3,1
4,112,1,1
5,112,3,2
6,112,3,1
7,112,3,1
8,112,1,1
9,112,3,1
10,112,1,3
11,112,1,1
12,112,1,1
13,112,1,1
14,112,2,1
0,113,3,1
1,113,1,1
2,113,0,2
3,113,1,1
4,113,3,2
5,113,3,2
6,113,3,1
7,113,3,1
8,113,1,1
9,113,3,1
10,113,1,3
11,113,1,1
12,113,1,1
13,113,1,1
14,113,2,1
0,114,3,1
1,114,1,1
2,114,0,2
3,114,1,1
4,114,3,2
5,114,3,2
6,114,3,1
7,114,3,1
8,114,1,1
9,114,3,1
10,114,1,3
11,114,1,1
12,114,1,1
13,114,1,1
14,114,2,1
0,115,1,0
1,115,1,1
2,115,1,1
3,115,3,1
4,115,1,1
5,115,3,2
6,115,3,1
7,115,3,1
8,115,1,1
9,115,3,1
10,115,1,3
11,115,1,1
12,115,1,1
13,115,1,1
14,115,2,1
0,116,1,0
1,116,1,1
2,116,1,1
3,116,3,1
4,116,1,1
5,116,3,2
